cgpa,backlogs,certifications,internship,aptitude,coding,communication,projects,hackathon,resume,branch,placement_readiness,company_fit,placement_score
8.34,3,3,2,3,2,5,6,0,7,CSE,0,Not Eligible,62.68000000000001
8.39,4,3,0,0,3,7,7,1,5,ISE,0,Not Eligible,52.78
6.81,4,9,2,0,4,2,4,1,1,ECE,0,Not Eligible,54.620000000000005
7.97,3,8,0,3,10,7,4,0,9,ISE,0,Not Eligible,74.94
5.05,1,9,0,3,10,7,1,0,6,AI&DS,0,Not Eligible,68.1
8.18,0,5,1,5,1,0,1,1,2,CIVIL,0,Not Eligible,49.36
9.57,2,8,1,6,5,3,5,0,10,CIVIL,1,Tier 2,77.14
8.06,4,3,2,8,1,6,6,1,10,CSE,0,Not Eligible,72.62
9.37,2,8,2,8,3,10,1,0,2,CIVIL,1,Tier 2,76.24
8.62,0,8,2,9,0,0,2,0,10,AI&DS,1,Tier 2,75.74
5.6,4,5,0,4,3,2,1,0,1,CSE,0,Not Eligible,30.700000000000003
9.51,2,4,2,9,6,2,2,1,4,AI&DS,0,Not Eligible,72.52
5.33,0,2,0,10,7,5,7,0,10,MECH,0,Not Eligible,73.66
7.67,2,4,0,2,1,4,5,1,2,CIVIL,0,Not Eligible,44.84
5.71,1,2,0,2,2,10,2,1,10,ISE,0,Not Eligible,55.42
5.06,0,4,0,5,0,6,7,0,9,ISE,0,Not Eligible,62.62
7.11,2,4,0,0,6,2,5,0,2,CSE,0,Not Eligible,45.22
6.48,1,1,1,6,3,10,3,0,9,AI&DS,0,Not Eligible,65.46000000000001
7.43,1,8,0,2,10,0,1,0,1,AI&DS,0,Not Eligible,53.86
7.89,0,6,0,4,9,10,4,0,7,AI&DS,1,Tier 2,82.28
5.22,3,5,1,6,7,2,6,1,6,AI&DS,0,Not Eligible,64.94
5.62,4,4,1,6,4,7,0,0,6,MECH,0,Not Eligible,45.74
7.79,0,3,1,8,8,4,6,1,2,CIVIL,1,Tier 2,75.58
6.72,1,7,2,0,5,2,4,1,1,AI&DS,0,Not Eligible,61.94
8.65,1,1,2,2,10,7,1,0,10,ECE,0,Not Eligible,70.8
8.26,0,7,0,8,9,5,4,0,8,ECE,1,Tier 2,83.52
9.23,3,0,0,7,1,2,1,1,8,ISE,0,Not Eligible,42.46
8.46,4,9,0,1,0,4,6,1,2,CIVIL,0,Not Eligible,49.42
7.15,2,0,0,7,0,0,1,0,4,ECE,0,Not Eligible,28.799999999999997
8.36,0,2,1,7,8,5,4,1,4,CSE,1,Tier 2,75.72
6.38,4,4,2,1,0,8,7,1,2,CIVIL,0,Not Eligible,53.25999999999999
6.53,4,5,1,7,2,6,2,1,9,ISE,0,Not Eligible,59.56
8.94,1,3,2,2,1,10,3,0,4,MECH,0,Not Eligible,62.379999999999995
7.23,2,6,1,6,3,7,3,1,4,CSE,0,Not Eligible,67.46000000000001
8.99,0,6,0,8,0,5,3,1,4,CSE,0,Not Eligible,67.48
9.11,1,1,2,3,0,10,3,1,5,AI&DS,0,Not Eligible,65.72
9.29,1,1,0,10,3,4,7,0,10,CIVIL,0,Not Eligible,69.08
9.58,3,1,2,5,3,5,0,0,8,MECH,0,Not Eligible,51.66
7.15,4,1,2,8,6,6,5,1,4,CSE,0,Not Eligible,66.3
6.59,0,8,0,10,7,8,1,1,3,MECH,1,Tier 2,76.68
7.91,0,4,0,10,7,7,7,1,1,ISE,1,Tier 2,82.82
6.86,0,7,0,4,7,4,0,0,2,CSE,0,Not Eligible,57.22
8.01,1,4,1,0,8,6,3,0,4,ECE,0,Not Eligible,61.019999999999996
8.53,3,4,2,2,0,7,3,1,9,ISE,0,Not Eligible,62.56
8.44,2,0,2,10,8,0,6,1,1,ISE,0,Not Eligible,68.88
6.87,1,5,2,8,9,7,4,1,6,AI&DS,1,Tier 2,88.74000000000001
5.83,2,3,0,2,7,10,3,1,6,CSE,0,Not Eligible,60.16
7.15,3,2,2,10,0,6,1,1,10,ECE,0,Not Eligible,62.3
5.71,4,5,2,10,6,10,6,1,3,MECH,1,Tier 3,78.42
9.45,0,1,0,9,8,1,3,1,10,ECE,0,Not Eligible,70.9
6.73,2,7,0,1,3,1,3,0,9,ISE,0,Not Eligible,48.96
5.77,1,0,2,3,8,5,7,0,10,CSE,0,Not Eligible,71.53999999999999
5.13,2,8,1,4,0,2,0,0,3,ECE,0,Not Eligible,41.26
8.23,4,7,0,6,8,0,7,1,1,ECE,0,Not Eligible,61.46000000000001
8.18,0,0,1,6,5,7,1,0,2,ISE,0,Not Eligible,57.36
6.7,2,9,1,8,3,6,2,1,4,MECH,0,Not Eligible,68.9
5.36,4,8,1,7,4,3,4,0,4,ECE,0,Not Eligible,56.72
7.05,1,1,1,1,6,0,2,0,2,AI&DS,0,Not Eligible,39.6
6.56,3,2,0,7,9,1,5,0,10,ECE,0,Not Eligible,57.620000000000005
8.39,1,1,2,7,3,8,7,0,6,CIVIL,0,Not Eligible,74.78
8.03,0,7,2,4,7,3,0,0,6,ISE,0,Not Eligible,72.06
6.82,1,1,0,2,2,2,3,1,3,CIVIL,0,Not Eligible,35.64
6.09,1,9,0,8,1,7,4,1,1,ISE,0,Not Eligible,68.18
9.94,1,1,1,6,0,3,7,0,10,ISE,0,Not Eligible,66.38
7.27,1,0,1,0,5,6,5,1,9,CIVIL,0,Not Eligible,57.04
8.44,0,6,0,7,1,4,5,0,4,MECH,0,Not Eligible,62.879999999999995
5.7,4,1,2,9,7,4,7,0,9,MECH,0,Not Eligible,66.4
7.43,2,9,1,4,10,10,1,0,5,ISE,1,Tier 2,79.86
5.14,3,4,0,5,9,5,7,1,7,CIVIL,0,Not Eligible,63.78
7.53,2,4,0,8,3,3,4,0,3,ECE,0,Not Eligible,53.06
9.82,2,2,0,9,8,1,5,0,3,ISE,0,Not Eligible,62.64
6.92,3,2,1,7,3,5,0,1,8,AI&DS,0,Not Eligible,52.34
5.19,0,2,0,10,3,4,3,0,1,ISE,0,Not Eligible,51.88
5.15,3,5,2,2,7,2,0,1,8,CSE,0,Not Eligible,53.8
6.94,0,3,0,4,7,3,6,1,8,MECH,0,Not Eligible,65.88
5.8,2,2,1,3,4,2,7,1,3,CIVIL,0,Not Eligible,50.1
5.12,0,1,2,0,2,2,5,1,1,ECE,0,Not Eligible,46.24
8.78,4,2,2,4,1,3,1,1,9,AI&DS,0,Not Eligible,50.56
7.29,3,3,0,9,8,1,2,1,4,ECE,0,Not Eligible,53.58
6.45,4,5,0,6,8,3,3,1,7,AI&DS,0,Not Eligible,57.400000000000006
9.5,2,3,2,0,4,9,3,1,9,ISE,0,Not Eligible,71.5
5.58,3,7,0,3,7,10,7,1,3,ECE,0,Not Eligible,70.16
9.78,2,2,1,5,6,1,7,1,5,ECE,0,Not Eligible,66.56
6.57,4,2,2,10,2,9,0,1,10,ISE,0,Not Eligible,64.64
9.44,2,2,0,8,4,7,7,1,3,MECH,0,Not Eligible,67.38
8.01,3,7,2,10,8,9,0,1,5,CSE,1,Tier 2,84.52
9.13,3,3,0,7,3,4,0,1,2,MECH,0,Not Eligible,43.260000000000005
9.92,2,0,0,1,2,6,5,1,4,MECH,0,Not Eligible,46.34
6.44,3,1,1,10,6,10,3,1,2,CSE,0,Not Eligible,65.88
9.81,3,9,0,2,7,3,0,1,3,ISE,0,Not Eligible,57.620000000000005
6.95,2,1,0,9,4,9,7,0,5,MECH,0,Not Eligible,63.900000000000006
6.93,4,2,0,4,7,5,6,0,9,CIVIL,0,Not Eligible,52.86
6.7,3,5,1,10,4,9,4,1,3,CIVIL,0,Not Eligible,69.9
7.71,3,7,0,6,8,3,5,1,10,CSE,0,Not Eligible,73.92
5.77,3,0,0,2,6,5,7,0,6,CIVIL,0,Not Eligible,44.04
7.77,3,8,0,6,4,0,5,0,4,ISE,0,Not Eligible,56.53999999999999
7.71,2,0,2,4,8,5,4,1,4,ECE,0,Not Eligible,63.92
8.81,4,9,1,9,4,5,4,1,10,ISE,1,Tier 2,81.62
9.17,4,1,2,5,7,1,5,0,10,CSE,0,Not Eligible,62.84
7.2,0,2,1,5,3,9,3,1,5,ECE,0,Not Eligible,66.9
6.51,3,6,1,10,8,9,0,0,7,CIVIL,0,Not Eligible,70.52
6.3,3,8,2,10,5,8,6,1,4,MECH,1,Tier 2,85.1
5.97,0,2,1,3,5,5,1,0,8,CIVIL,0,Not Eligible,52.44
5.29,4,7,1,7,2,10,0,1,9,ISE,0,Not Eligible,63.08
6.71,1,8,2,8,2,6,3,1,9,ISE,1,Tier 2,83.42
6.35,1,9,0,1,3,1,4,0,9,CSE,0,Not Eligible,57.2
9.83,4,6,1,8,0,1,3,1,2,MECH,0,Not Eligible,51.16
7.79,3,3,2,10,5,1,7,0,3,MECH,0,Not Eligible,65.58
6.74,1,3,1,3,0,9,0,0,5,ECE,0,Not Eligible,48.480000000000004
7.9,2,3,2,5,10,10,6,0,1,ECE,1,Tier 2,80.3
5.7,2,5,0,6,3,8,3,1,4,ISE,0,Not Eligible,58.900000000000006
7.22,0,3,1,3,6,2,1,0,5,CSE,0,Not Eligible,53.94
8.13,4,4,0,7,5,3,3,1,9,ISE,0,Not Eligible,57.760000000000005
7.44,4,8,0,9,7,0,7,0,8,AI&DS,0,Not Eligible,69.88
7.01,1,6,2,7,3,0,2,0,1,MECH,0,Not Eligible,55.019999999999996
9.97,3,7,1,0,8,3,3,0,3,MECH,0,Not Eligible,57.44
9.4,4,4,1,7,9,1,0,0,3,ISE,0,Not Eligible,53.3
8.12,1,4,1,9,7,7,2,1,6,MECH,1,Tier 2,75.74
7.85,1,6,1,2,4,3,7,1,4,ECE,0,Not Eligible,68.2
8.1,4,7,1,4,5,2,4,1,4,MECH,0,Not Eligible,56.7
6.01,1,8,2,9,4,2,0,1,1,ECE,0,Not Eligible,65.52
6.98,0,1,1,7,5,5,7,1,10,CIVIL,1,Tier 2,75.46000000000001
5.2,0,2,0,10,0,5,5,1,4,CSE,0,Not Eligible,58.9
7.38,4,1,0,5,3,5,1,0,1,CSE,0,Not Eligible,32.26
7.72,3,9,1,3,8,5,3,1,5,MECH,0,Not Eligible,69.44
6.14,0,6,2,3,3,7,3,1,3,CSE,0,Not Eligible,70.78
9.82,0,1,2,3,1,7,0,1,10,AI&DS,0,Not Eligible,66.14
9.55,4,1,1,5,5,8,3,1,5,CIVIL,0,Not Eligible,57.099999999999994
8.61,2,1,0,6,1,0,3,1,3,MECH,0,Not Eligible,37.72
7.67,1,3,1,4,2,9,4,1,5,ECE,0,Not Eligible,65.84
9.35,0,0,1,9,6,7,7,0,4,CIVIL,1,Tier 2,76.7
5.65,2,1,1,7,3,4,3,0,9,AI&DS,0,Not Eligible,53.3
8.95,3,2,2,6,0,2,3,1,6,CIVIL,0,Not Eligible,51.9
5.62,2,6,2,7,8,10,4,0,10,CSE,1,Tier 3,87.74000000000001
8.97,4,9,0,3,5,9,7,1,2,AI&DS,0,Not Eligible,73.44
6.38,3,0,0,7,8,2,5,0,1,ECE,0,Not Eligible,44.26
9.39,3,5,1,5,2,5,3,1,1,ISE,0,Not Eligible,57.78
9.72,2,2,0,2,4,7,5,0,1,CIVIL,0,Not Eligible,49.94
5.74,4,2,1,7,8,9,7,0,9,CSE,0,Not Eligible,72.48
7.31,0,3,0,6,5,1,4,1,5,CIVIL,0,Not Eligible,56.62
9.9,2,3,1,9,1,8,1,1,4,ECE,0,Not Eligible,64.8
7.42,0,6,2,4,0,4,7,0,10,ECE,1,Tier 2,76.84
9.32,2,2,1,10,8,4,7,1,5,MECH,1,Tier 2,78.64
7.94,0,7,2,3,0,0,3,1,9,ISE,0,Not Eligible,67.38
6.88,2,7,2,0,4,5,7,1,3,ISE,0,Not Eligible,70.25999999999999
6.43,3,6,0,9,0,10,0,1,3,CSE,0,Not Eligible,55.36
6.02,1,1,0,2,4,10,2,1,2,ISE,0,Not Eligible,49.04
8.81,3,4,2,1,4,4,1,1,8,ECE,0,Not Eligible,57.120000000000005
6.93,0,5,1,7,6,6,3,0,7,ISE,1,Tier 2,75.36
7.56,4,9,1,7,6,6,0,1,2,CSE,0,Not Eligible,64.62
7.46,3,3,0,4,10,3,2,1,4,CIVIL,0,Not Eligible,50.42
7.89,1,9,1,4,9,4,4,0,7,ISE,1,Tier 2,81.28
9.33,0,4,1,10,0,9,3,0,1,ISE,0,Not Eligible,72.16
9.9,3,8,1,3,8,7,6,0,1,ECE,1,Tier 2,75.8
7.04,2,6,2,0,0,1,5,1,8,ECE,0,Not Eligible,56.58
9.14,4,1,2,0,4,0,5,0,6,CIVIL,0,Not Eligible,42.28
8.82,0,0,1,5,6,5,4,0,2,AI&DS,0,Not Eligible,61.64
7.87,3,1,0,3,7,10,1,0,10,AI&DS,0,Not Eligible,55.74000000000001
9.78,0,2,1,3,1,3,5,0,10,MECH,0,Not Eligible,61.06
6.0,2,1,0,2,0,9,2,0,1,ISE,0,Not Eligible,34.5
5.55,1,2,2,8,3,2,5,0,3,ECE,0,Not Eligible,58.6
9.27,3,9,1,2,3,6,6,0,4,MECH,0,Not Eligible,67.03999999999999
7.2,0,8,1,7,9,7,6,0,5,ISE,1,Tier 2,91.9
9.23,0,3,0,1,5,10,2,1,10,ISE,0,Not Eligible,70.46000000000001
9.47,0,8,0,3,0,3,5,1,3,MECH,0,Not Eligible,61.94
5.31,1,2,1,0,0,9,4,0,5,ECE,0,Not Eligible,47.12
9.42,0,0,1,10,2,10,4,1,7,CIVIL,1,Tier 2,76.84
7.24,4,4,0,4,4,10,5,1,9,AI&DS,0,Not Eligible,64.48
7.55,4,9,2,1,5,5,6,1,5,ISE,0,Not Eligible,72.6
8.13,0,9,0,10,4,10,1,0,4,CSE,1,Tier 2,81.26
9.63,4,1,1,0,4,10,7,0,10,CSE,0,Not Eligible,64.26
5.1,3,3,2,0,8,1,0,1,9,CSE,0,Not Eligible,47.7
7.38,4,1,2,1,1,7,6,0,8,CIVIL,0,Not Eligible,50.26
8.44,0,1,2,4,0,5,5,1,5,AI&DS,0,Not Eligible,65.38
8.61,2,2,2,8,5,10,6,0,9,ISE,1,Tier 1,85.72
8.46,3,4,1,5,8,8,7,1,9,ECE,1,Tier 2,82.42
5.67,1,3,2,3,6,10,6,0,1,ECE,0,Not Eligible,69.84
6.5,0,1,0,2,7,5,3,0,6,AI&DS,0,Not Eligible,53.0
6.79,1,9,0,7,4,5,0,1,5,CIVIL,0,Not Eligible,62.58
9.02,2,1,0,2,9,1,6,1,6,AI&DS,0,Not Eligible,58.03999999999999
6.39,1,5,1,0,3,4,5,1,10,ISE,0,Not Eligible,63.28
6.05,0,6,2,3,5,8,6,1,3,MECH,1,Tier 2,78.1
9.79,0,9,0,10,2,0,2,0,3,MECH,0,Not Eligible,64.58
5.04,2,5,0,4,0,3,3,0,10,ISE,0,Not Eligible,45.58
9.99,0,6,0,4,10,9,7,1,5,ISE,1,Tier 1,93.48
8.38,2,0,2,4,3,9,1,1,7,ECE,0,Not Eligible,60.760000000000005
9.14,2,5,0,7,8,2,0,0,4,CIVIL,0,Not Eligible,53.78
6.47,0,2,2,7,3,0,0,0,6,CIVIL,0,Not Eligible,49.94
5.07,4,0,2,3,0,0,3,0,5,AI&DS,0,Not Eligible,28.64
8.69,2,7,2,8,3,0,1,0,2,ECE,0,Not Eligible,59.879999999999995
9.17,0,3,1,0,6,0,6,1,1,CSE,0,Not Eligible,59.34
8.7,4,9,1,4,2,1,5,1,6,MECH,0,Not Eligible,59.900000000000006
5.71,2,7,2,4,9,10,1,0,5,ISE,1,Tier 3,75.92
8.77,4,9,2,4,5,4,5,0,9,AI&DS,1,Tier 2,77.03999999999999
8.84,3,3,1,7,0,1,0,1,7,MECH,0,Not Eligible,43.68
8.29,3,3,1,8,10,3,6,1,1,MECH,0,Not Eligible,68.08
8.83,4,9,2,2,3,8,5,0,10,AI&DS,1,Tier 2,78.16
9.23,2,3,1,8,2,2,0,1,6,CIVIL,0,Not Eligible,52.46
8.07,0,5,0,10,0,1,4,1,7,ECE,0,Not Eligible,64.64
5.44,1,8,2,7,2,3,3,0,3,CSE,0,Not Eligible,65.88
7.44,0,4,2,2,3,8,6,1,9,CSE,1,Tier 2,81.38
5.39,1,9,1,1,4,3,1,0,2,AI&DS,0,Not Eligible,51.78
7.04,1,7,0,3,5,4,2,0,1,AI&DS,0,Not Eligible,53.08
7.04,2,7,1,1,1,3,3,0,10,ECE,0,Not Eligible,54.58
5.33,4,3,0,3,1,7,7,1,10,MECH,0,Not Eligible,50.16
6.74,0,9,0,4,5,3,5,1,9,ECE,1,Tier 2,75.48
5.55,4,8,2,1,4,1,4,1,7,ECE,0,Not Eligible,56.099999999999994
9.04,3,8,0,7,0,3,3,0,10,ISE,0,Not Eligible,61.08
9.74,2,4,2,0,2,1,0,1,1,ISE,0,Not Eligible,44.980000000000004
5.36,2,5,0,2,10,8,3,1,4,MECH,0,Not Eligible,59.72
9.78,3,4,2,6,4,10,6,0,10,CIVIL,1,Tier 2,82.56
7.61,0,2,0,9,1,7,5,1,3,CSE,0,Not Eligible,65.72
6.5,3,7,1,0,0,8,3,1,7,ISE,0,Not Eligible,56.0
5.38,0,8,0,10,8,3,6,0,5,MECH,1,Tier 3,77.25999999999999
7.5,1,3,1,1,4,0,3,1,9,AI&DS,0,Not Eligible,53.5
8.97,2,8,0,2,1,2,5,1,3,ECE,0,Not Eligible,55.44
8.54,0,8,0,1,9,6,2,1,6,ISE,1,Tier 2,75.08
5.25,4,6,2,1,3,0,4,1,10,ECE,0,Not Eligible,51.5
5.36,4,7,0,10,2,10,3,1,2,ECE,0,Not Eligible,60.72
7.01,2,2,0,5,6,7,3,1,3,ISE,0,Not Eligible,56.019999999999996
6.48,3,4,0,6,0,8,2,0,4,MECH,0,Not Eligible,42.96
6.16,3,2,1,5,9,7,1,0,6,AI&DS,0,Not Eligible,56.81999999999999
6.41,0,6,2,10,3,4,3,0,1,CSE,0,Not Eligible,72.32
9.02,3,5,2,5,6,10,6,1,6,MECH,1,Tier 2,83.53999999999999
9.65,2,2,0,8,10,8,5,0,4,CIVIL,0,Not Eligible,72.3
7.03,0,8,0,7,9,3,7,0,8,CIVIL,1,Tier 2,82.56
9.53,1,0,1,7,4,8,6,0,9,CSE,1,Tier 2,75.56
6.61,3,9,0,5,3,0,5,1,8,AI&DS,0,Not Eligible,60.22
7.38,3,2,2,4,3,10,7,0,8,CIVIL,0,Not Eligible,69.25999999999999
6.13,0,9,2,8,10,2,3,1,2,ECE,1,Tier 2,85.25999999999999
8.2,4,6,1,1,1,3,1,0,10,CIVIL,0,Not Eligible,42.9
9.89,3,2,1,6,7,10,5,0,2,ISE,0,Not Eligible,71.28
8.02,2,2,2,5,3,9,6,0,6,ECE,0,Not Eligible,71.53999999999999
6.79,3,1,1,6,1,0,7,0,5,MECH,0,Not Eligible,43.08
8.24,1,8,0,3,8,5,7,1,6,AI&DS,1,Tier 2,81.48
5.61,3,3,0,8,9,3,6,0,9,CSE,0,Not Eligible,64.22
9.44,4,9,1,6,6,3,3,0,10,ISE,0,Not Eligible,73.38
7.52,3,5,2,1,2,0,3,0,7,ISE,0,Not Eligible,48.54
7.25,0,1,1,3,6,4,3,1,5,CSE,0,Not Eligible,60.0
7.93,3,8,2,4,0,8,4,0,10,CIVIL,0,Not Eligible,70.86
8.12,4,6,1,1,0,5,5,0,7,CSE,0,Not Eligible,52.239999999999995
5.36,0,9,1,9,3,7,0,1,8,CSE,1,Tier 3,78.22
8.41,2,4,1,7,3,10,4,1,1,CIVIL,0,Not Eligible,67.82
6.21,0,6,0,0,3,3,1,0,10,MECH,0,Not Eligible,47.42
8.57,1,3,0,2,8,8,4,0,7,AI&DS,0,Not Eligible,67.14
9.11,0,9,2,0,5,6,6,0,4,CSE,1,Tier 2,83.72
9.02,2,6,1,4,2,6,4,0,5,CIVIL,0,Not Eligible,62.03999999999999
7.76,3,1,0,7,5,7,2,1,2,ISE,0,Not Eligible,51.019999999999996
7.6,0,6,1,6,1,1,1,0,10,CSE,0,Not Eligible,61.2
5.71,0,3,2,8,1,5,7,0,5,AI&DS,0,Not Eligible,72.42
8.88,0,3,0,1,6,6,1,0,9,CSE,0,Not Eligible,59.260000000000005
6.36,0,0,2,7,2,2,1,1,1,MECH,0,Not Eligible,47.22
7.48,2,2,0,7,6,7,4,1,3,MECH,0,Not Eligible,58.96000000000001
6.42,4,4,1,5,2,0,1,0,4,ISE,0,Not Eligible,35.34
5.67,4,4,2,2,1,0,5,1,9,MECH,0,Not Eligible,45.84
8.15,0,1,0,1,3,9,2,0,2,AI&DS,0,Not Eligible,48.8
5.27,2,3,0,7,3,2,3,0,7,ISE,0,Not Eligible,46.54
8.74,2,0,1,5,2,5,4,1,9,CSE,0,Not Eligible,59.480000000000004
6.59,0,8,2,3,8,6,3,1,10,CIVIL,1,Tier 2,85.68
5.0,1,0,2,4,5,1,3,1,4,MECH,0,Not Eligible,47.0
7.56,0,5,2,4,4,5,7,0,5,ISE,1,Tier 2,78.62
5.23,1,6,1,8,5,4,4,1,10,MECH,0,Not Eligible,72.96000000000001
6.38,0,2,0,8,10,5,5,0,4,MECH,0,Not Eligible,67.25999999999999
8.53,1,0,0,7,7,0,7,1,7,ECE,0,Not Eligible,63.06
5.31,1,6,2,7,4,9,4,0,8,CSE,1,Tier 3,80.62
9.2,0,2,0,1,3,6,1,0,8,MECH,0,Not Eligible,49.4
5.02,1,9,2,2,6,7,7,0,3,CIVIL,1,Tier 3,76.53999999999999
6.23,3,5,1,7,4,6,2,1,2,AI&DS,0,Not Eligible,57.96000000000001
8.7,4,5,1,4,3,8,4,1,6,ECE,0,Not Eligible,63.900000000000006
6.58,2,3,1,6,4,0,3,1,1,ISE,0,Not Eligible,48.16
5.51,1,5,2,7,10,9,4,0,9,ISE,1,Tier 3,89.02
6.8,1,9,0,5,3,8,2,1,7,CIVIL,0,Not Eligible,68.6
6.35,2,3,1,4,7,10,0,1,8,CIVIL,0,Not Eligible,62.2
9.21,1,7,2,7,7,10,5,1,7,AI&DS,1,Tier 1,95.0
6.57,2,8,2,0,0,2,3,1,5,CSE,0,Not Eligible,55.14
8.94,0,1,1,0,2,1,0,0,5,CIVIL,0,Not Eligible,36.379999999999995
9.46,3,6,1,0,10,5,0,1,7,ISE,0,Not Eligible,64.42
7.17,3,8,1,2,3,10,7,0,7,CSE,0,Not Eligible,74.84
9.55,4,8,0,9,1,4,6,0,2,CIVIL,0,Not Eligible,60.099999999999994
6.89,1,4,0,5,4,3,2,0,2,CIVIL,0,Not Eligible,44.78
9.82,4,0,2,5,10,3,7,0,7,ISE,0,Not Eligible,70.64
5.45,0,5,1,4,7,7,7,0,5,CSE,1,Tier 3,76.9
8.44,3,7,1,6,1,9,5,1,2,ECE,0,Not Eligible,69.88
7.47,0,0,0,4,8,2,4,1,1,ECE,0,Not Eligible,51.94
6.94,0,1,1,1,6,0,0,0,9,AI&DS,0,Not Eligible,45.38
8.16,1,0,2,3,5,4,6,1,8,CSE,0,Not Eligible,69.32
8.52,0,4,1,0,7,7,1,0,2,CIVIL,0,Not Eligible,57.04
5.02,3,1,0,6,1,2,4,0,2,CIVIL,0,Not Eligible,28.54
5.83,4,9,2,3,4,1,5,0,3,CSE,0,Not Eligible,57.66
8.57,3,9,2,3,3,0,3,0,4,ECE,0,Not Eligible,59.14
8.33,1,3,1,3,7,3,4,1,9,AI&DS,0,Not Eligible,69.16
9.83,3,0,2,2,0,10,7,0,6,MECH,0,Not Eligible,60.66
8.81,2,6,1,7,2,1,2,1,3,ISE,0,Not Eligible,58.620000000000005
9.75,4,7,1,3,9,7,6,1,8,CSE,1,Tier 2,83.0
8.51,2,4,0,7,7,10,7,1,6,AI&DS,1,Tier 2,83.02
6.49,2,1,2,8,4,9,2,1,8,MECH,0,Not Eligible,67.48
5.53,1,7,1,0,3,8,3,0,10,ISE,0,Not Eligible,64.56
8.91,0,0,1,3,5,9,3,1,2,MECH,0,Not Eligible,61.32
8.22,2,6,1,5,4,0,3,0,8,MECH,0,Not Eligible,56.94
5.24,3,0,2,7,2,1,6,1,5,ISE,0,Not Eligible,51.480000000000004
6.8,0,5,2,5,10,5,6,0,10,MECH,1,Tier 2,87.6
9.78,3,5,2,5,4,9,2,0,4,ECE,0,Not Eligible,69.56
7.5,3,4,1,9,3,6,7,1,3,AI&DS,0,Not Eligible,71.0
7.16,0,1,2,3,0,1,5,1,9,CSE,0,Not Eligible,59.32
7.29,0,1,1,8,0,7,6,1,10,AI&DS,0,Not Eligible,74.08
6.04,3,8,2,6,6,9,5,0,7,ECE,1,Tier 2,81.58
6.84,1,4,2,10,3,8,6,1,7,ECE,1,Tier 2,86.18
6.85,4,4,1,5,0,7,4,1,6,ISE,0,Not Eligible,54.7
5.26,4,6,2,0,5,8,0,1,9,ISE,0,Not Eligible,57.019999999999996
8.84,1,5,1,1,10,5,0,0,3,ISE,0,Not Eligible,61.68000000000001
7.08,0,1,2,5,10,10,1,1,1,MECH,0,Not Eligible,71.66
9.11,3,0,2,10,10,6,2,1,7,MECH,0,Not Eligible,74.22
9.25,4,4,2,0,10,5,3,0,9,CSE,0,Not Eligible,67.0
6.06,3,3,2,10,0,6,5,1,6,MECH,0,Not Eligible,64.12
8.29,1,2,0,4,7,2,6,0,10,CSE,0,Not Eligible,64.08
7.36,3,1,1,0,8,3,4,0,2,ECE,0,Not Eligible,43.22
9.4,1,9,0,2,10,8,5,0,8,CSE,1,Tier 1,86.8
6.08,0,1,2,6,2,2,2,0,9,CSE,0,Not Eligible,57.16
8.39,1,3,2,4,6,1,7,0,10,ISE,1,Tier 2,75.28
8.04,1,1,1,9,4,10,1,0,8,MECH,0,Not Eligible,66.58
6.48,4,3,1,0,2,6,7,0,9,CIVIL,0,Not Eligible,48.96
5.68,3,2,1,0,4,5,5,0,1,CIVIL,0,Not Eligible,37.86
8.26,4,8,1,7,9,2,0,0,3,ISE,0,Not Eligible,60.519999999999996
8.69,2,6,2,10,6,5,4,0,3,AI&DS,1,Tier 2,80.88
6.58,1,2,1,8,6,6,0,0,9,AI&DS,0,Not Eligible,63.16
8.22,2,7,0,6,8,5,7,0,3,AI&DS,0,Not Eligible,74.94
6.98,4,8,1,2,7,0,4,0,10,ECE,0,Not Eligible,58.46000000000001
8.57,3,6,1,5,3,0,7,0,1,ECE,0,Not Eligible,56.14
6.0,4,5,0,2,4,8,3,1,3,ECE,0,Not Eligible,47.0
9.45,3,3,0,9,4,5,7,0,2,CSE,0,Not Eligible,63.900000000000006
6.44,3,4,0,3,9,1,4,1,9,MECH,0,Not Eligible,53.38
6.84,0,7,0,3,1,10,6,1,1,ECE,0,Not Eligible,68.68
5.29,1,2,1,2,6,0,3,1,2,CIVIL,0,Not Eligible,41.58
5.56,4,1,0,9,6,10,2,1,1,CSE,0,Not Eligible,51.62
7.58,3,2,2,5,8,1,7,1,9,ECE,0,Not Eligible,71.16
6.34,4,6,1,4,8,7,0,1,7,ECE,0,Not Eligible,60.18000000000001
9.18,4,7,2,10,3,4,4,0,1,AI&DS,0,Not Eligible,69.86
5.07,3,0,1,8,4,6,4,1,10,AI&DS,0,Not Eligible,59.14
6.9,2,6,1,8,6,6,1,0,6,MECH,0,Not Eligible,64.8
6.69,1,8,2,2,9,1,0,0,5,MECH,0,Not Eligible,61.379999999999995
5.1,1,2,0,8,6,3,2,1,10,CSE,0,Not Eligible,58.7
5.62,0,2,0,2,10,1,3,0,5,CIVIL,0,Not Eligible,47.74
7.07,0,7,2,3,9,6,2,0,4,ISE,1,Tier 2,78.14
7.46,0,3,0,0,10,4,1,1,3,AI&DS,0,Not Eligible,54.92
7.02,1,7,1,4,7,0,2,0,8,CIVIL,0,Not Eligible,60.54
7.65,2,4,1,8,7,1,7,1,7,AI&DS,1,Tier 2,75.3
